X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,y
-109.5189418,11994.39861,2.039489239,-0.42304305,-41,-153.7821621,-23648.95337,-2.039489239,0.42304305,592.9769491,645.5382724,1358,8644,-2082,1259,-1673,5125,-573,-2686,-3031,-70,-2864,-1743,931,4264,4869,-2894,-5345,-543,180,1155,-1122,2207,-7,4008,1520,1570,37,-1.88984E+14
-559.8917625,313478.7858,2.748104078,-0.635202128,85,-153.7821621,-23648.95337,-2.748104078,0.635202128,969.2659502,-112.1128267,-1982,-3996,1805,899,3581,8335,691,-2558,-6210,1454,-3281,2149,-1654,-2687,-1155,-2588,2525,708,-34,3254,2561,1296,-4242,-2140,2776,1728,97,-1.72476E+19
265.7645613,70630.80202,2.424497069,0.955341799,-16,-153.7821621,-23648.95337,-2.424497069,-0.955341799,-38.75431044,475.1557265,-887,3079,5516,1406,1587,6786,2418,-1520,-672,-1676,2180,-4690,-4045,-1078,-5020,-2409,-6649,-728,366,-2143,699,1455,5317,-1745,3593,2428,-11,9.36439E+16
936.2350882,876536.1404,2.971384914,0.040466394,54,-153.7821621,-23648.95337,-2.971384914,-0.040466394,-960.856276,372.3978413,263,2469,-2098,-1276,-2734,-1790,-698,-1128,-1164,27,-2432,-3988,-371,4266,-23,6038,-6460,-200,-275,819,-6049,-2246,510,-1707,5027,1189,111,6.30514E+20
494.3860432,244417.5597,2.694066202,-0.915197047,-15,-153.7821621,-23648.95337,-2.694066202,0.915197047,-458.5746484,454.2584133,-2686,9667,-2053,285,1454,-6728,-808,2002,5867,173,-909,4432,-3916,-6694,985,6573,5955,-269,-72,-4853,6486,3268,6191,3239,2023,-2305,-137,7.21877E+18
-435.2916843,189478.8504,2.638780371,-0.983645844,-24,-153.7821621,-23648.95337,-2.638780371,0.983645844,831.3106891,881.6332593,-2257,-7237,-3109,-151,-3897,921,-1473,1309,3674,1872,3628,-3264,-1494,6469,-4177,-5746,-2642,163,-125,2623,5331,1446,619,-2043,-2368,-749,-167,-2.96116E+18
-436.9223942,190901.1785,2.640404305,0.238688715,-11,-153.7821621,-23648.95337,-2.640404305,-0.238688715,971.2766379,387.3399159,2919,-8214,-2421,-221,1469,4212,-84,3390,2831,654,-2930,-5851,4605,-5674,-2281,5317,378,-689,90,3324,3080,860,6110,3387,483,-2228,31,-3.0397E+18
-138.5137657,19186.06329,2.141492936,-0.279899033,-7,-153.7821621,-23648.95337,-2.141492936,0.279899033,-162.8018481,570.5481788,-1496,4973,4613,-1049,-1034,3590,1690,-3977,180,1642,-621,7807,483,4399,437,5763,-7216,555,-252,2243,-3432,3551,-8707,4347,-4442,1787,26,-9.78251E+14
698.1781768,487452.7666,2.84396627,0.677683401,-72,-153.7821621,-23648.95337,-2.84396627,-0.677683401,-142.95892,-12.85620333,-3495,-5028,-855,918,3153,593,-237,4519,3446,-1083,-2106,6236,-5158,2925,5724,-255,5306,1194,-384,-3664,980,-4314,286,606,-203,-652,157,8.08656E+19
294.3024462,86613.92982,2.468793872,-0.845373114,-73,-153.7821621,-23648.95337,-2.468793872,0.845373114,903.9288343,395.7257217,2071,1867,6356,414,-1303,-265,733,-3972,1044,1095,-2918,3190,754,-514,2660,790,5453,962,-98,38,6542,-1739,-4451,-1262,1634,-2457,157,1.9123E+17
665.8064709,443298.2567,2.823348012,-0.209605642,48,-153.7821621,-23648.95337,-2.823348012,0.209605642,189.8685825,403.537851,-2910,-6660,-4204,-708,-861,7345,2335,-1832,-3799,1554,-643,-5732,-2843,4697,-2045,8675,3407,-777,188,2396,5687,-3516,-5747,1637,194,2078,139,5.80011E+19
908.7434384,825814.6369,2.958441288,-0.733299038,17,-153.7821621,-23648.95337,-2.958441288,0.733299038,-213.3135835,-462.4642772,-2461,4805,5895,196,3632,8682,1839,747,-6544,-976,-382,2967,-1906,-1655,-3829,7802,6228,125,-6,-4842,-502,-811,-4996,3908,2968,1025,-164,5.11787E+20
-546.2643843,298404.7776,2.737402886,0.364166214,-57,-153.7821621,-23648.95337,-2.737402886,-0.364166214,47.55616806,434.5696538,3625,-2453,2694,-603,2030,1460,986,2509,3844,-1776,2592,-4193,-5227,3209,6381,-2837,-1719,-540,-265,351,2730,-36,2433,-954,-4442,-2266,66,-1.45151E+19
88.77071279,7880.23945,1.948269707,0.721605432,50,-153.7821621,-23648.95337,-1.948269707,-0.721605432,439.372574,63.53659871,2348,-8094,-3198,1260,-1926,5645,-294,1592,870,-358,247,-7140,4101,7256,-2378,6635,-1898,-289,-338,4165,5925,342,6827,1137,-4663,2439,74,4.34398E+13
-212.4800988,45147.79237,2.32731826,0.912027871,-51,-153.7821621,-23648.95337,-2.32731826,-0.912027871,-737.6547048,-860.5107086,3592,-133,-4315,644,790,-4715,2173,2626,-6389,-1700,-340,-4806,-5425,-5870,-6575,1937,-5687,-213,212,397,6449,-3196,-7923,-2030,2477,-1775,-19,-1.95536E+16
197.6372456,39060.48086,2.295868793,0.279325461,74,-153.7821621,-23648.95337,-2.295868793,-0.279325461,-737.5731893,318.8940805,-81,-951,-5596,1235,-2278,-7305,724,-1286,5594,-1336,1523,8591,-5544,-4152,-1289,7988,917,-651,-191,2641,5126,699,5856,-136,515,883,-25,1.17783E+16
772.084925,596115.1314,2.887665073,-0.679343627,86,-153.7821621,-23648.95337,-2.887665073,0.679343627,-348.5099938,-628.1923707,-3947,7622,-2760,-425,3063,2128,-2258,2560,892,-1934,-944,-7526,-3541,-3704,7127,1517,-1039,655,-344,2749,-3886,-897,-3978,1549,159,628,78,1.63552E+20
280.9410832,78927.89225,2.448615253,-0.973332681,93,-153.7821621,-23648.95337,-2.448615253,0.973332681,-109.2314346,-176.9187969,-2843,-7627,554,-830,-568,3607,-2006,-175,-6952,-74,3712,1044,3315,-4034,-4458,1696,-2175,1092,-142,2059,-4156,3746,-7873,3680,-3141,1492,172,1.38136E+17
-813.5044541,661789.4968,2.910359935,-0.167253457,-33,-153.7821621,-23648.95337,-2.910359935,0.167253457,-350.6167178,501.0428555,766,2089,-5337,100,3731,7008,-162,-5071,-4885,1103,3907,862,5477,1077,-3165,-6769,1142,550,406,-515,-4063,-1604,-7684,-4069,1710,-2022,175,-2.35787E+20
-231.2508404,53476.95116,2.36408332,0.941487247,-1,-153.7821621,-23648.95337,-2.36408332,-0.941487247,-245.6502244,492.6230555,977,3630,905,343,1039,-237,-1612,-1762,6728,-848,-3565,-6356,4917,6433,4721,-3404,-3639,-569,401,-2286,-5693,699,7552,2342,-3994,-1797,-28,-3.53658E+16
-436.5400153,190567.185,2.640024059,-0.140893195,-53,-153.7821621,-23648.95337,-2.640024059,0.140893195,-89.83328361,293.3641204,2605,-8694,-5857,-357,1751,7115,354,-1357,-3259,-1509,2406,-6219,-3884,6309,-6268,7826,-5444,-791,-333,-2295,-6783,1058,189,-2018,2154,2256,118,-3.02112E+18
-200.8526928,40341.80419,2.302877659,0.207713666,-68,-153.7821621,-23648.95337,-2.302877659,-0.207713666,-477.6350695,-993.5805779,-2838,5557,-3947,-745,-2326,-751,1273,-1509,5767,-2008,-1099,1977,-5244,-2388,2887,-4117,-794,-278,-314,-2696,-5934,-2824,8390,1143,831,-2476,-1,-1.31869E+16
148.0802719,21927.76693,2.170497203,-0.412700826,100,-153.7821621,-23648.95337,-2.170497203,0.412700826,345.300319,26.35362188,-3205,5729,4437,-245,3046,7828,-1005,3413,-743,-957,1272,-5545,2842,5702,7074,4298,690,-526,408,-2243,3176,3307,-8735,2154,2029,1868,-32,1.56128E+15
-880.4503873,775192.8846,2.944704889,-0.720445392,-13,-153.7821621,-23648.95337,-2.944704889,0.720445392,-584.5172524,-838.1466459,1070,4001,2553,1363,2976,-8233,2305,-1129,-785,-1314,3532,-7989,-296,-3860,-2999,-5437,-4209,1023,360,2890,-4706,-4176,831,4120,2930,-2051,-15,-4.10142E+20
-423.0289311,178953.4766,2.62637007,-0.884805821,4,-153.7821621,-23648.95337,-2.62637007,0.884805821,-650.9044021,147.9432135,510,-2455,-4803,-1413,-2377,9188,426,-4387,-139,-1573,-894,7181,1379,2394,-7582,-3464,611,676,-354,-3872,726,-4241,441,4294,3718,132,15,-2.42432E+18
-11.41019718,130.1925996,1.057293149,0.915268303,-27,-153.7821621,-23648.95337,-1.057293149,-0.915268303,-302.907921,-802.6305904,-1919,9256,-6059,113,-996,-1360,-1473,241,2170,-753,1058,-1865,-3872,-4402,-6853,1191,-5885,-1160,17,2712,7385,711,4701,-2485,-2455,-519,-104,-542155401.3
-250.4327319,62716.55321,2.398691091,0.780009107,-47,-153.7821621,-23648.95337,-2.398691091,-0.780009107,711.7896014,750.7903767,3916,-567,803,-349,-2618,1275,-1774,-1044,-1398,-1868,-33,7153,1391,991,2720,8154,-4924,-847,-283,4521,-4864,2819,-7658,-3042,-3016,989,171,-6.17785E+16
-52.63671607,2770.623879,1.721288786,-0.696392952,39,-153.7821621,-23648.95337,-1.721288786,0.696392952,854.771229,68.74226466,-1291,-5113,-6326,460,-3016,-8074,486,1494,-5284,1882,-626,5659,4068,3198,-811,1185,1509,-1101,280,-1642,4830,418,8155,-895,3631,99,-79,-1.11949E+12
323.1451158,104422.7659,2.509397596,0.424968898,-23,-153.7821621,-23648.95337,-2.509397596,-0.424968898,-656.7448467,267.5408745,3378,-7900,-6206,125,-750,1766,-275,2816,5975,-1799,1372,6867,3448,-2735,3580,1430,6775,-373,-59,-3149,-5289,355,363,1284,-380,-1710,141,3.67945E+17
455.187516,207195.6747,2.658190343,0.336708223,-50,-153.7821621,-23648.95337,-2.658190343,-0.336708223,714.8884242,372.5085691,3037,-2100,-2730,454,3712,226,1162,-2732,5093,-1502,1925,-7408,673,7259,-4855,3513,-5046,-856,-259,2148,910,-226,519,-2435,1882,-1246,-165,4.04886E+18
219.4621978,48163.65626,2.341359724,-0.434324263,-64,-153.7821621,-23648.95337,-2.341359724,0.434324263,-694.0953044,131.3745991,-873,5077,-3990,-940,-4154,-4948,2416,-1348,-4692,1,136,-846,-356,397,-5532,100,-5921,-498,333,3283,-5290,2277,-4050,3981,1967,1223,81,2.45199E+16
310.0809722,96150.20931,2.491475117,0.805607719,-73,-153.7821621,-23648.95337,-2.491475117,-0.805607719,693.5112292,-637.8153706,-1335,5370,5367,1013,-1968,-7945,-1532,4122,2122,1676,3765,3237,307,488,-6799,3524,-5165,-253,-71,119,-6757,4577,3517,586,-1441,1400,76,2.7563E+17
-173.931734,30252.2481,2.240378827,0.910353751,-60,-153.7821621,-23648.95337,-2.240378827,-0.910353751,-697.8581715,993.1422844,2034,8676,6645,1246,2213,-7607,-1143,-4783,6076,-958,3524,-1104,3374,-3660,-1734,2274,4224,-98,-104,-4732,-1800,-1853,3175,517,-91,-508,-162,-4.81561E+15
-533.8429633,284988.3095,2.727413523,0.225823007,25,-153.7821621,-23648.95337,-2.727413523,-0.225823007,675.1166294,-449.5887469,-1383,-9350,4886,-413,-2746,-4561,-2189,3967,1161,1943,-2831,6537,-5084,-6979,-1858,4267,-1700,241,314,466,6107,3180,8161,8,-3682,-1905,-36,-1.23565E+19
-103.7172798,10757.27412,2.015851118,0.044707294,70,-153.7821621,-23648.95337,-2.015851118,-0.044707294,-333.5587249,890.9988592,-2515,-7071,-1323,-366,52,4015,339,3458,-5609,196,-403,-3842,-2077,-2901,7338,7892,1407,1195,-186,-437,1695,1486,1449,-1743,-4813,2401,-76,-1.29109E+14
-409.2949926,167522.391,2.612036431,-0.775778337,-68,-153.7821621,-23648.95337,-2.612036431,0.775778337,-332.8903062,-596.1375593,2629,-6507,2090,180,1948,7975,488,3550,-4559,-171,-971,-3542,917,3647,-6964,-5310,-3300,-144,-194,1811,-3248,-3002,496,2167,-145,1618,-124,-1.92422E+18
-665.0697998,442317.8386,2.822867227,0.812158793,81,-153.7821621,-23648.95337,-2.822867227,-0.812158793,445.557278,-478.8223851,-1216,4980,896,1254,-3073,6392,-573,-3090,-408,-571,-3563,861,-3556,7229,-692,8247,4947,571,-308,2472,-4131,2563,-5449,-1895,-2262,886,-28,-5.75533E+19
94.96791099,9018.904118,1.977576885,0.65948344,39,-153.7821621,-23648.95337,-1.977576885,-0.65948344,-257.5416933,245.1332349,-819,-8650,-3740,-1225,2535,-907,1525,3221,45,-649,2750,632,-5576,-2928,4654,9171,-4304,-105,135,-1822,95,-4395,5850,-2341,4633,547,91,6.96688E+13
97.66470963,9538.395507,1.989737663,-0.271871615,88,-153.7821621,-23648.95337,-1.989737663,0.271871615,-858.5335112,336.3494871,1000,-9394,-5731,-799,433,-7138,-229,3441,1052,145,-3648,-7898,-4096,2761,-2948,-9004,-2473,114,-326,-1455,-6485,2818,1786,1527,-2488,335,19,8.47547E+13
649.871443,422332.8924,2.812827453,0.424343109,-28,-153.7821621,-23648.95337,-2.812827453,-0.424343109,633.4362437,-640.1702486,-1044,4163,-2447,1183,2138,-5341,2051,4492,4233,644,814,-7922,4096,6301,-5996,6330,-3668,-1064,-380,-4155,2009,414,3136,3577,-1460,-448,85,4.89544E+19
72.2745777,5223.614582,1.858985563,-0.017945703,-18,-153.7821621,-23648.95337,-1.858985563,0.017945703,353.8049342,-362.4347961,3486,-8335,1670,691,3550,-4744,-2130,78,5903,-1963,3032,-6542,4738,-1494,-2362,-3398,2562,380,-141,-1670,-6803,318,1531,2555,4426,-1936,167,1.03014E+13
792.9071554,628701.757,2.899222337,0.941078944,-38,-153.7821621,-23648.95337,-2.899222337,-0.941078944,-523.455077,623.6115821,-2291,-2134,2980,6,-720,3033,2271,-3381,-4936,-1615,1911,787,-3216,-5307,-266,4884,2403,1315,-94,94,-6835,-2740,-927,-501,560,1666,-139,1.97041E+20
682.9584655,466432.2656,2.834394293,-0.943440754,-41,-153.7821621,-23648.95337,-2.834394293,0.943440754,596.8087243,991.330423,2949,6952,-4651,-875,-1454,-3158,2037,1181,-3148,-1991,2190,-1345,-238,-3008,-3074,-6728,-2787,481,-403,-2267,1735,-4020,3031,1552,-791,-1958,117,6.93043E+19
317.0953988,100549.4919,2.50118994,0.204016728,71,-153.7821621,-23648.95337,-2.50118994,-0.204016728,-289.192635,-527.3670584,-2808,-5391,-462,-523,2027,1172,-803,-4667,-292,1951,-689,-3451,3598,-4588,6241,-4976,2184,229,40,-1909,-77,-1331,6815,2573,-2063,-2294,-155,3.22351E+17
82.20079394,6756.970524,1.914876012,0.496346289,-68,-153.7821621,-23648.95337,-1.914876012,-0.496346289,445.3154404,910.7971776,3361,-2385,-1084,267,-322,6333,2379,-371,-5361,-1943,3632,6725,-2895,4218,-7336,-4237,-2707,590,195,-4134,903,-4276,-6058,844,-2200,-409,2,2.53598E+13
-818.1280751,669333.5473,2.912821296,-0.967204861,-86,-153.7821621,-23648.95337,-2.912821296,0.967204861,-693.691503,-718.7696234,-542,-6542,3922,-804,3968,1238,-2226,-2682,-7175,-1633,-3309,-6820,2077,6814,-3226,-59,1704,-13,98,1793,-4641,-189,-596,-3811,-2440,-2336,12,-2.45329E+20
472.4217597,223182.319,2.674329893,0.925692291,14,-153.7821621,-23648.95337,-2.674329893,-0.925692291,898.2957898,-313.3437312,1424,5975,2981,128,700,-6289,-737,-1929,5335,-429,-2503,-6804,903,3245,1995,5562,-2541,-1319,-112,-2178,-2917,-3650,1528,2306,2022,-588,-137,5.25181E+18
-383.6333371,147174.5373,2.58391634,-0.351369376,1,-153.7821621,-23648.95337,-2.58391634,0.351369376,-52.80935338,-677.9904233,837,7306,-355,-998,3463,2580,-1877,4845,1251,706,787,-2804,-5399,5752,1215,1072,4333,47,331,1856,7147,-3079,-858,-1261,1450,231,131,-1.22297E+18
908.5544278,825471.1483,2.958350949,-0.592493728,99,-153.7821621,-23648.95337,-2.958350949,0.592493728,-275.9552381,-473.1837455,1292,-3611,391,-426,-598,7761,841,-4037,-7072,1314,-1468,-7661,2945,-6697,2575,-4765,-5823,623,211,665,2909,-1258,-5988,-1008,-1844,-2421,161,5.11042E+20
246.5274548,60775.78599,2.391865292,0.996168331,-90,-153.7821621,-23648.95337,-2.391865292,-0.996168331,962.1430905,-557.4841281,3181,-6763,-2660,-676,-1064,-2113,283,-4482,6412,-1818,2940,3215,4644,-397,-3665,-3874,-1297,-720,186,-1995,-121,4464,-138,-1557,4657,-2027,-139,5.53423E+16
468.9610453,219924.462,2.671136769,-0.760277316,33,-153.7821621,-23648.95337,-2.671136769,0.760277316,916.6283151,525.3134735,-1126,9714,-648,377,2544,-2897,1293,-3371,6411,-849,-1244,-4535,-4466,-2865,-3582,5701,-2799,842,-112,2864,-5132,1150,-302,2122,-2972,935,-139,4.98836E+18
-407.9789843,166446.8516,2.610637792,0.415107231,9,-153.7821621,-23648.95337,-2.610637792,-0.415107231,-163.4017419,593.158649,-2781,-3219,-6090,775,1945,354,431,-3385,-1785,985,-4061,766,888,-964,-3981,6560,4583,-725,390,4065,4343,2601,-5110,2428,-2009,-2258,141,-1.88133E+18
-809.9074585,655950.0913,2.908435398,0.583836467,18,-153.7821621,-23648.95337,-2.908435398,-0.583836467,-290.5288525,-509.7697782,-1481,-6228,3091,446,-1533,5128,-1953,898,-5994,1409,-287,4806,-479,1991,2348,7223,2408,1108,354,2346,-1570,1229,-6982,-470,-3340,-2402,-143,-2.28585E+20
-409.8639409,167988.4501,2.612639712,-0.99352036,-11,-153.7821621,-23648.95337,-2.612639712,0.99352036,-461.6519651,735.697674,2149,2453,-4374,-459,2170,1037,-617,1877,-3721,-1190,-55,-3987,2771,1257,1247,1138,-853,-912,134,4131,-6611,-3159,1589,3017,-3598,-426,61,-1.94302E+18
348.7458263,121623.6513,2.542509019,-0.029037637,-9,-153.7821621,-23648.95337,-2.542509019,0.029037637,-620.1752541,522.7753398,-3379,5205,714,-1468,2605,-7088,988,-2570,-6939,75,167,-6646,746,2169,6331,7877,5214,-535,52,1841,6481,-2349,-3904,-2786,-2892,-2372,89,6.27427E+17
19.60976342,384.5428216,1.292472354,0.689071836,-14,-153.7821621,-23648.95337,-1.292472354,-0.689071836,-898.7812758,199.8308534,7,-9677,1444,-393,3042,1517,668,1925,-6640,357,3041,-4532,4782,-6070,-411,449,-5829,500,234,-406,1084,3586,6806,1262,-4711,1888,161,1123868716
313.935363,98555.41217,2.496840239,-0.222036218,-62,-153.7821621,-23648.95337,-2.496840239,0.222036218,-715.5245328,51.34486135,-2846,6899,-4406,-986,-2484,-8267,2265,926,-7173,877,-3479,-8244,-1281,4880,-6904,-3899,2063,712,273,-485,-2975,1549,8786,186,4875,258,92,3.00526E+17
-106.9903631,11446.9378,2.029344661,-0.175302382,-21,-153.7821621,-23648.95337,-2.029344661,0.175302382,155.5733942,126.3957108,-3813,3843,3681,1109,149,53,-1062,-4368,-528,1551,1127,1341,-4617,-4551,-2895,-4461,2324,-1013,152,1014,6925,-2461,-8592,-407,-2314,-1983,-129,-1.60477E+14
-963.3630978,928068.4583,2.983790006,-0.89384421,-76,-153.7821621,-23648.95337,-2.983790006,0.89384421,613.1795028,-686.8249554,-3120,1460,4444,864,-3921,3975,-1389,3746,-4315,-1938,1305,8148,680,3845,4898,-4449,-2383,-22,300,-4698,3863,2694,2436,-2258,1326,1267,122,-7.7007E+20
-566.7026836,321151.9316,2.753355269,-0.937719331,96,-153.7821621,-23648.95337,-2.753355269,0.937719331,-672.7274127,-603.1404463,3591,-1360,-5521,717,-3371,-5175,-1096,2706,5518,-1587,317,1203,-670,2987,-6058,-396,181,-1239,279,-4081,6534,2411,-2150,-1863,708,880,38,-1.8771E+19
853.3754814,728249.7123,2.931140161,-0.907679168,-53,-153.7821621,-23648.95337,-2.931140161,0.907679168,-514.6274668,-215.0166978,2494,7426,-1403,136,-2444,-5615,-1547,4878,7178,1587,-1904,-4230,-145,-5968,-7604,476,-6259,4,-11,-620,1322,186,1669,-354,1846,-741,-39,3.29595E+20
445.1141864,198126.6389,2.648471436,-0.837105497,41,-153.7821621,-23648.95337,-2.648471436,0.837105497,401.4528779,-90.16500567,-3967,7740,-3502,-515,2779,-2187,1238,-5058,5427,-389,681,6708,253,6225,2976,2785,-5861,-1018,206,4212,2669,-2429,6387,2628,-1828,-858,29,3.46178E+18
-254.9630841,65006.17423,2.406477304,0.474221105,11,-153.7821621,-23648.95337,-2.406477304,-0.474221105,-599.1473232,-496.9547465,-2472,-7724,-5765,262,3211,2697,1449,2664,4659,1040,3649,-7104,3220,-6151,3083,2409,-3636,117,-189,4633,7116,-4491,1553,-2408,-3923,-2054,128,-7.00392E+16
283.3615487,80293.76727,2.452340917,0.579577274,29,-153.7821621,-23648.95337,-2.452340917,-0.579577274,387.3855517,201.6180258,3176,1487,-3013,412,2616,-8609,-1500,-2354,-2048,56,2926,-8119,1855,-6753,4897,5417,-5670,8,276,2593,-5239,-3350,-4217,3410,-1498,-1067,-100,1.46685E+17
