X,X2,X3,X4,X5,y
9.467922176,89.64155033,0.976254679,-0.043130832,197,83.64155033
63.09448064,3980.913487,1.79999137,0.259618917,198,4010.913487
33.40243285,1115.72252,1.5237781,0.91482983,199,1091.72252
66.70565277,4449.644111,1.824162638,-0.668512643,200,4407.644111
41.13180707,1691.825553,1.61417779,-0.287008585,201,1710.825553
30.2054569,912.3696265,1.480085409,-0.935781689,202,897.3696265
30.86518297,952.6595198,1.489468856,-0.523320993,203,964.6595198
50.47056839,2547.278274,1.703038196,0.203651292,204,2544.278274
53.90774402,2906.044865,1.731651157,-0.480012454,205,2890.044865
23.4578485,550.2706562,1.370288177,-0.99458686,206,534.2706562
62.10310302,3856.795405,1.793113301,-0.665937685,207,3796.795405
61.36186937,3765.279013,1.787898582,-0.99492271,208,3710.279013
90.55184343,8199.636349,1.956897296,0.526385248,209,8264.636349
89.62839664,8033.249484,1.952445627,0.995678058,210,7944.249484
28.46161407,810.0634755,1.454259525,-0.186187333,211,812.0634755
23.84838943,568.7456784,1.377459055,-0.959254512,212,575.7456784
93.72645384,8784.648149,1.971862186,-0.498030227,213,8814.648149
45.3224417,2054.123722,1.656313299,0.973517598,214,2044.123722
56.75211996,3220.80312,1.753982089,0.202051522,215,3246.80312
32.881548,1081.196199,1.516952255,0.994474221,216,1073.196199
54.54411848,2975.060861,1.736747927,-0.907394854,217,2997.060861
89.1459017,7946.99179,1.950101382,0.925103243,218,7899.99179
13.28353352,176.4522628,1.123313616,0.657249077,219,169.4522628
65.47380881,4286.81964,1.816067606,0.47910687,220,4336.81964
75.09873957,5639.820685,1.875632648,-0.295027325,221,5664.820685
51.17472741,2618.852725,1.709055538,0.789040108,222,2667.852725
94.20133172,8873.890898,1.974057042,-0.046431188,223,8913.890898
61.39097399,3768.851687,1.788104524,-0.991572618,224,3766.851687
78.98143588,6238.067214,1.897525025,-0.427404188,225,6298.067214
77.23206585,5964.791995,1.887797652,0.965602471,226,5919.791995
2.563122811,6.569598544,0.408769416,0.546743376,227,8.569598544
45.76906134,2094.806976,1.660572006,0.976769446,228,2097.806976
44.34226101,1966.236111,1.646817834,0.352240409,229,1987.236111
9.840227882,96.83008477,0.993005156,-0.40360162,230,101.8300848
16.17519877,261.6370552,1.208849626,-0.450419819,231,272.6370552
57.82306161,3343.506454,1.762101083,0.956393444,232,3364.506454
74.81749026,5597.656849,1.874003136,-0.548637273,233,5535.656849
48.00211323,2304.202875,1.681260357,-0.769605717,234,2308.202875
19.18534705,368.0775414,1.28296966,0.329516217,235,374.0775414
74.01047779,5477.550823,1.869293208,-0.983292999,236,5524.550823
94.03789127,8843.124995,1.973302882,-0.208350689,237,8782.124995
58.94303453,3474.28132,1.770432491,0.679606353,238,3450.28132
26.09529454,680.9643971,1.416562203,0.820653271,239,671.9643971
50.8501412,2585.73686,1.706292163,0.55191484,240,2573.73686
29.95823157,897.4956388,1.476516173,-0.993610856,241,923.4956388
89.34181385,7981.959702,1.951054765,0.981322449,242,7948.959702
38.20444802,1459.579849,1.582113929,0.484101626,243,1445.579849
55.83462887,3117.505781,1.746903634,-0.65489139,244,3131.505781
85.64998625,7335.920145,1.932727298,-0.735893001,245,7331.920145
60.3333358,3640.111409,1.780557338,-0.599659364,246,3683.111409
99.87306249,9974.628611,1.999448367,-0.611458436,247,9941.628611
43.33160582,1877.628063,1.636804784,-0.605736618,248,1902.628063
22.88354644,523.6566977,1.359523331,-0.778578757,249,537.6566977
55.07526241,3033.28453,1.740956575,-0.995261247,250,2997.28453
34.25853401,1173.647153,1.534768775,0.29455056,251,1171.647153
22.86832289,522.9601918,1.359234316,-0.768935416,252,517.9601918
25.75535729,663.3384291,1.410867579,0.583162326,253,664.3384291
40.5490353,1644.224264,1.607980526,0.287551323,254,1634.224264
49.05725507,2406.614275,1.690703244,-0.934988765,255,2411.614275
16.60899764,275.8588026,1.220343423,-0.783969466,256,280.8588026
16.24946504,264.0451141,1.210839068,-0.515423494,257,253.0451141
74.23273246,5510.498568,1.870595447,-0.918982139,258,5560.498568
99.07624046,9816.101424,1.995969519,-0.99327122,259,9870.101424
60.93575056,3713.165696,1.784872165,-0.947552914,260,3691.165696
23.25419457,540.7575651,1.366501302,-0.95301744,261,522.7575651
43.63869866,1904.336021,1.639871791,-0.336877419,262,1917.336021
68.33711595,4669.961416,1.834656646,-0.701800929,263,4608.961416
0.310384978,0.096338835,-0.508099306,0.305425241,264,0.096338835
67.38608831,4540.884898,1.828570247,-0.987519743,265,4485.884898
68.90451568,4747.832281,1.838247684,-0.208971087,266,4684.832281
77.79735679,6052.428724,1.890964842,0.67610217,267,5993.428724
22.23103411,494.2188776,1.346959665,-0.237591441,268,489.2188776
19.33349217,373.7839195,1.286310307,0.465267022,269,374.7839195
18.49535434,342.0781322,1.267062656,-0.34684162,270,355.0781322
81.46319207,6636.251662,1.910961424,-0.216489177,271,6557.251662
72.08379562,5196.073591,1.857837647,0.171976205,272,5194.073591
20.81857201,433.4129405,1.318450937,0.921752792,273,440.4129405
46.88697544,2198.388466,1.671052218,0.234704304,274,2197.388466
39.92962706,1594.375117,1.601295254,0.790164553,275,1630.375117
53.29520316,2840.37868,1.726688122,0.111638745,276,2820.37868
85.15260145,7250.965534,1.93019792,-0.323664399,277,7308.965534
60.36873961,3644.384722,1.780812109,-0.627609758,278,3626.384722
34.27079355,1174.487291,1.534924161,0.282813062,279,1161.487291
51.5247563,2654.800512,1.712015946,0.951868019,280,2698.800512
10.50205376,110.2931332,1.021274237,-0.880670543,281,113.2931332
63.46642716,4027.987376,1.80254405,0.592834571,282,4051.987376
83.48251287,6969.329955,1.921595513,0.973596235,283,6892.329955
15.34230252,235.3862466,1.185890542,0.357566437,284,235.3862466
93.72898458,8785.12255,1.971873912,-0.495834079,285,8786.12255
32.36751081,1047.655756,1.510109302,0.814336029,286,1036.655756
70.57297944,4980.545427,1.848638453,0.993638601,287,4966.545427
62.32185617,3884.013756,1.79464038,-0.488174543,288,3909.013756
18.84800449,355.2472733,1.275265377,-0.001551431,289,358.2472733
37.01428395,1370.057216,1.568369352,-0.632539719,290,1361.057216
68.65088868,4712.944517,1.836646164,-0.447662622,291,4769.944517
25.85545026,668.5043081,1.412552105,0.661418915,292,661.5043081
11.67266753,136.2511673,1.067170116,-0.77939718,293,143.2511673
9.194364858,84.53634514,0.963521734,0.228379728,294,76.53634514
77.08752596,5942.486659,1.886984108,0.992986384,295,5950.486659
1.098495686,1.206692772,0.040798356,0.890524001,296,2.206692772
83.4573203,6965.124312,1.921464436,0.979037572,297,6914.124312
90.88626994,8260.314064,1.95849828,0.218148637,298,8216.314064
44.19628443,1953.311557,1.64538576,0.212357915,299,1929.311557
83.96911639,7050.812507,1.924119583,0.753838932,300,7071.812507
16.3813854,268.3497876,1.214350628,-0.623664687,301,274.3497876
94.64517783,8957.709686,1.976098492,0.387020631,302,8939.709686
97.30058187,9467.403232,1.988115437,0.088673771,303,9526.403232
85.46027566,7303.458716,1.931764289,-0.595006723,304,7283.458716
93.59045029,8759.172385,1.971231537,-0.61100485,305,8671.172385
13.21281105,174.5783758,1.120995224,0.602348866,306,176.5783758
52.27251967,2732.416313,1.718273435,0.906346422,307,2709.416313
27.35519137,748.3064949,1.437039757,0.795081844,308,737.3064949
61.86457464,3827.225595,1.791442031,-0.823344159,309,3817.225595
8.197506141,67.19910693,0.913681751,0.941573435,310,71.19910693
73.40666541,5388.538527,1.865735496,-0.912777982,311,5326.538527
48.85125112,2386.444736,1.688875691,-0.987768718,312,2401.444736
91.16865239,8311.723179,1.959845535,-0.062424821,313,8367.723179
23.2214313,539.2348716,1.365888985,-0.942583262,314,520.2348716
44.74910503,2002.482401,1.650784354,0.693840039,315,2028.482401
37.30275267,1391.495357,1.571740881,-0.386062345,316,1369.495357
17.29693616,299.1840005,1.237969183,-0.999834811,317,286.1840005
33.56751462,1126.778038,1.525919187,0.836028486,318,1127.778038
28.50633357,812.6110536,1.454941363,-0.229924095,319,840.6110536
56.86769001,3233.934167,1.754865587,0.313638291,320,3192.934167
88.80159947,7885.724068,1.948420788,0.742640846,321,7944.724068
10.5321904,110.9270346,1.022518702,-0.8945451,322,106.9270346
73.42737605,5391.579554,1.865858009,-0.921041012,323,5417.579554
82.30345205,6773.858219,1.915418051,0.582696747,324,6743.858219
65.68138225,4314.043974,1.817442284,0.287928928,325,4254.043974
24.87709221,618.8697168,1.395799616,-0.252873387,326,611.8697168
38.05013205,1447.812549,1.580356168,0.343855983,327,1415.812549
40.63376449,1651.102817,1.608887059,0.20546616,328,1617.102817
28.80101182,829.4982819,1.459407745,-0.502664258,329,818.4982819
43.84986948,1922.811053,1.641968305,-0.132040944,330,1925.811053
86.63241767,7505.175791,1.937680435,-0.971665151,331,7444.175791
3.723746755,13.8662899,0.570980138,-0.549824489,332,13.8662899
62.62006264,3921.272245,1.796713498,-0.210210662,333,3960.272245
53.75836973,2889.962316,1.73044609,-0.344113649,334,2879.962316
75.38378153,5682.714518,1.877277919,-0.014441654,335,5657.714518
52.47555133,2753.683487,1.71995701,0.802529978,336,2727.683487
15.64802166,244.8605819,1.194459439,0.059905719,337,259.8605819
18.3099149,335.2529836,1.262686326,-0.51382806,338,332.2529836
57.94768319,3357.933987,1.763036077,0.985281907,339,3376.933987
57.88390898,3350.546919,1.762557852,0.972384938,340,3407.546919
90.85870474,8255.304227,1.958366541,0.244963664,341,8192.304227
2.32713774,5.415570061,0.366822089,0.727351633,342,5.415570061
19.1756337,367.7049278,1.282749725,0.320329958,343,354.7049278
45.75849908,2093.840238,1.660471771,0.978978337,344,2078.840238
2.806544618,7.876692693,0.448171951,0.328814535,345,7.876692693
18.12589494,328.5480674,1.258299458,-0.662132594,346,337.5480674
82.13804375,6746.658231,1.914544355,0.440930164,347,6761.658231
96.61536634,9334.529013,1.985046205,0.699005539,348,9295.529013
96.482811,9308.932818,1.984449948,0.787388565,349,9399.932818
62.06333372,3851.857392,1.7928351,-0.695071503,350,3809.857392
61.22618992,3748.646332,1.786937234,-0.999392214,351,3759.646332
18.87533555,356.2782921,1.275894681,0.025776773,352,338.2782921
24.71101035,610.6340325,1.392890503,-0.409340288,353,604.6340325
90.04679062,8108.424501,1.954468239,0.872060208,354,8134.424501
62.08701838,3854.797851,1.793000804,-0.677850285,355,3892.797851
74.04330584,5482.41114,1.869485801,-0.976788596,356,5439.41114
76.00133994,5776.203673,1.880821249,0.567211683,357,5733.203673
68.10220713,4637.910616,1.833161187,-0.848334279,358,4656.910616
74.65978899,5574.084092,1.873086758,-0.673131158,359,5544.084092
19.18700899,368.141314,1.283007279,0.331084882,360,370.141314
15.18872551,230.6973826,1.181521334,0.496218505,361,244.6973826
41.1715502,1695.096546,1.614597219,-0.324842984,362,1717.096546
50.96172154,2597.097062,1.70724409,0.64133663,363,2636.097062
10.145885,102.9389824,1.006289935,-0.660216546,364,99.93898243
54.10463494,2927.311522,1.733234471,-0.642349425,365,2875.311522
61.63185901,3798.486045,1.789805268,-0.932036934,366,3789.486045
3.4590987,11.96536382,0.538962954,-0.312198236,367,8.965363816
60.29187642,3635.110362,1.7802588,-0.565975479,368,3586.110362
11.40971637,130.1816276,1.057274849,-0.915461887,369,140.1816276
22.83091826,521.2508286,1.358523379,-0.744489373,370,516.2508286
0.486325317,0.236512314,-0.313073121,0.467380424,371,0.236512314
84.93548451,7214.036529,1.929089169,-0.112245817,372,7263.036529
35.70692632,1274.984587,1.552752467,-0.9125216,373,1270.984587
60.39051684,3647.014524,1.780968746,-0.644413788,374,3649.014524
51.7824369,2681.420771,1.714182485,0.998550876,375,2720.420771
15.89680999,252.7085679,1.201309983,-0.187726246,376,256.7085679
26.63424831,709.383183,1.425440444,0.99760046,377,693.383183
30.85228791,951.8636693,1.489287375,-0.534265519,378,976.8636693
29.77613395,886.618153,1.473868309,-0.997620702,379,857.618153
14.05824092,197.6341378,1.147930982,0.996886958,380,207.6341378
64.88759336,4210.399772,1.812161667,0.884701073,381,4211.399772
81.50771112,6643.506972,1.911198698,-0.172825752,382,6659.506972
46.25647006,2139.661022,1.665172488,0.762662577,383,2098.661022
26.99577327,728.7717744,1.431295772,0.957602174,384,734.7717744
35.51465976,1261.291058,1.550407658,-0.817548282,385,1228.291058
27.08331943,733.5061913,1.432701892,0.928745521,386,754.5061913
80.9981085,6560.693581,1.908474877,-0.631355968,387,6586.693581
13.92810132,193.9920064,1.143891917,0.978225268,388,182.9920064
11.90016717,141.6139787,1.075553062,-0.618005696,389,130.6139787
97.45972321,9498.397648,1.988825174,-0.070292932,390,9549.397648
26.27044745,690.1364092,1.41946747,0.907673237,391,710.1364092
56.65607348,3209.910662,1.753246473,0.107199329,392,3251.910662
50.90583854,2591.404397,1.706767596,0.597481016,393,2630.404397
29.85784914,891.4911553,1.475058519,-0.999919115,394,908.4911553
54.0683771,2923.389402,1.732943334,-0.614144893,395,2889.389402
29.8723523,892.3574319,1.475269422,-0.999629502,396,864.3574319
24.12034952,581.791261,1.382383597,-0.848101477,397,569.791261
51.47630506,2649.809983,1.711607366,0.93590608,398,2662.809983
92.5005005,8556.342593,1.966144083,-0.984467292,399,8530.342593
27.44422226,753.1853355,1.438450928,0.738006698,400,731.1853355
47.65582683,2271.077831,1.678116009,-0.507203672,401,2301.077831
26.26723809,689.9677969,1.419414411,0.906321668,402,715.9677969
41.33990541,1708.987779,1.616369479,-0.478724121,403,1708.987779
22.5351812,507.8343917,1.352861054,-0.517590619,404,518.8343917
62.04515298,3849.601008,1.79270786,-0.708026784,405,3811.601008
2.862187489,8.192117222,0.456698079,0.27578393,406,10.19211722
34.40527138,1183.722699,1.536624988,0.151660322,407,1152.722699
10.63986813,113.2067938,1.026936245,-0.937400801,408,114.2067938
60.05296189,3606.358232,1.778534432,-0.354801244,409,3569.358232
22.57604124,509.6776381,1.35364779,-0.552109893,410,519.6776381
24.80031657,615.055702,1.394457225,-0.326335903,411,633.055702
58.50037938,3422.294388,1.767158683,0.928324747,412,3370.294388
89.95291587,8091.527074,1.954015246,0.914095251,413,8017.527074
82.19958853,6756.772355,1.914869644,0.495299482,414,6769.772355
48.19062383,2322.336225,1.682962548,-0.875627756,415,2340.336225
37.63707787,1416.549631,1.575615898,-0.061994194,416,1392.549631
88.80534612,7886.389499,1.948439111,0.745144721,417,7959.389499
48.03634125,2307.490081,1.681569921,-0.791005931,418,2275.490081
14.34731587,205.8454727,1.15677066,0.977999858,419,214.8454727
61.28275207,3755.575701,1.78733826,-0.999764666,420,3793.575701
43.08882265,1856.646637,1.634364628,-0.779253945,421,1891.646637
55.47933831,3077.956979,1.744131273,-0.876878362,422,3125.956979
59.46697725,3536.321383,1.774275864,0.221432477,423,3562.321383
60.19478501,3623.412142,1.779558868,-0.483391321,424,3571.412142
70.40328326,4956.622294,1.847592913,0.960347204,425,4964.622294
29.84898855,890.9621175,1.474929619,-0.999992557,426,917.9621175
87.04444614,7576.735604,1.939741066,-0.79569137,427,7644.735604
95.09189637,9042.468755,1.978143508,0.747384588,428,9016.468755
62.14888142,3862.483462,1.793433316,-0.63110092,429,3903.483462
18.8085998,353.7634264,1.274356466,-0.040944673,430,359.7634264
78.02853441,6088.452182,1.89225345,0.489295643,431,6153.452182
42.83202844,1834.58266,1.631768642,-0.912873672,432,1859.58266
42.31633962,1790.672599,1.626508094,-0.995475589,433,1771.672599
2.770310653,7.674621114,0.442528472,0.362810379,434,9.674621114
27.09525875,734.1530467,1.432893303,0.924253312,435,748.1530467
3.172723332,10.06617334,0.501432202,-0.03112565,436,8.066173341
82.66857434,6834.093183,1.917340448,0.834467276,437,6781.093183
89.17398809,7952.000152,1.95023819,0.935401826,438,7909.000152
86.64251324,7506.925101,1.937731041,-0.96922947,439,7479.925101
49.85452971,2485.474133,1.697704624,-0.399482931,440,2476.474133
52.84374615,2792.461507,1.722993598,0.534003729,441,2752.461507
93.44738828,8732.414376,1.970567168,-0.717628677,442,8773.414376
7.208698846,51.96533905,0.857856883,0.798929723,443,54.96533905
70.34842719,4948.901208,1.847254392,0.943616056,444,4894.901208
31.4467257,988.8965573,1.497575432,0.030794295,445,993.8965573
51.94403639,2698.182916,1.715535694,0.994199765,446,2704.182916
69.78981517,4870.618301,1.843792048,0.62472304,447,4870.618301
34.61584582,1198.256782,1.539274948,-0.058293565,448,1226.256782
20.65928809,426.8061844,1.315115352,0.971590378,449,415.8061844
96.53075175,9318.186033,1.984665688,0.756941812,450,9369.186033
21.52902555,463.4989411,1.333024373,0.445849447,451,460.4989411
90.1911348,8134.440797,1.955163851,0.792594389,452,8183.440797
51.53887439,2656.255573,1.712134929,0.956100324,453,2654.255573
99.66628204,9933.367776,1.998548258,-0.760889525,454,9918.367776
75.47005812,5695.729673,1.877774684,0.07177267,455,5762.729673
30.74723025,945.392168,1.487806,-0.61996358,456,917.392168
50.16666303,2516.69408,1.700415214,-0.098658673,457,2479.69408
21.55261219,464.5150922,1.333499914,0.424614801,458,459.5150922
98.79278383,9760.014137,1.994725223,-0.986023849,459,9832.014137
84.60850103,7158.598447,1.927414001,0.212859516,460,7188.598447
16.67208699,277.9584846,1.221989968,-0.821549633,461,264.9584846
28.10456611,789.8666362,1.448776885,0.168953464,462,798.8666362
0.976936427,0.954404782,-0.010133697,0.828786997,463,0.954404782
27.94363575,780.8467789,1.446282912,0.324703412,464,768.8467789
36.14304861,1306.319963,1.558024782,-0.99989147,465,1320.319963
59.54812222,3545.97886,1.774868071,0.141660072,466,3527.97886
50.89725456,2590.530522,1.706694357,0.59057574,467,2592.530522
12.54358242,157.3414599,1.098421588,-0.022786222,468,146.3414599
45.95485618,2111.848807,1.662331411,0.920373135,469,2156.848807
51.54848045,2657.245837,1.712215868,0.958871124,470,2631.245837
31.40512021,986.2815754,1.49700046,-0.010806116,471,998.2815754
36.94585811,1364.996431,1.567565758,-0.684015868,472,1372.996431
84.73840056,7180.596529,1.928080262,0.084500203,473,7145.596529
48.38833906,2341.431357,1.684740715,-0.953441571,474,2384.431357
48.05357485,2309.146056,1.681725702,-0.801431611,475,2356.146056
44.35705009,1967.547893,1.646962656,0.366042626,476,1939.547893
62.11197895,3857.897929,1.793175367,-0.659290031,477,3897.897929
38.32594763,1468.878262,1.583492902,0.586585042,478,1495.878262
78.83585162,6215.091501,1.896723763,-0.291730253,479,6223.091501
9.048656871,81.87819117,0.95658412,0.367315481,480,90.87819117
28.92593734,836.709851,1.461287441,-0.606462114,481,833.709851
87.37016577,7633.545867,1.94136316,-0.560035401,482,7611.545867
0.488239868,0.238378169,-0.31136676,0.469072138,483,0.238378169
31.80460484,1011.532889,1.502490004,0.378965635,484,1013.532889
74.07727152,5487.442156,1.869684978,-0.968950965,485,5539.442156
24.59021677,604.6787608,1.390762357,-0.516299601,486,626.6787608
70.34331168,4948.181498,1.847222811,0.941910269,487,4907.181498
38.51100399,1483.097428,1.585584841,0.725590509,488,1499.097428
68.39251521,4677.536137,1.835008576,-0.661279504,489,4642.536137
55.73177585,3106.030839,1.746102882,-0.7290219,490,3117.030839
83.89325415,7038.078092,1.923727041,0.80146896,491,6968.078092
90.79201565,8243.190106,1.958047658,0.309028444,492,8275.190106
29.22354127,854.0153644,1.465732842,-0.8129542,493,846.0153644
89.41621722,7995.259902,1.951416293,0.99290725,494,7956.259902
73.34281693,5379.168795,1.865357586,-0.884856503,495,5401.168795
92.66477732,8586.760956,1.966914686,-0.999925508,496,8616.760956
32.53906457,1058.790723,1.512405064,0.901463195,497,1073.790723
26.41171292,697.5785794,1.421796568,0.957720522,498,711.5785794
24.07583583,579.6458709,1.381581373,-0.870838444,499,600.6458709
38.0427906,1447.253917,1.580272367,0.336952993,500,1483.253917
43.95388567,1931.944065,1.642997274,-0.028407658,501,1916.944065
6.22595543,38.76252102,0.794206007,-0.057198642,502,44.76252102
13.76577043,189.4964355,1.138800523,0.931821437,503,202.4964355
88.81933622,7888.874487,1.948507523,0.754401534,504,7854.874487
21.14647536,447.1734202,1.325237991,0.747754175,505,450.1734202
50.61037066,2561.409618,1.704239518,0.338091465,506,2519.409618
17.15617621,294.3343821,1.234420498,-0.992496061,507,284.3343821
74.31562824,5522.812601,1.871080154,-0.883178142,508,5580.812601
45.91885805,2108.541525,1.661991079,0.933850574,509,2100.541525
57.67708662,3326.646321,1.761003315,0.903736448,510,3314.646321
69.52404572,4833.592933,1.842135036,0.397698744,511,4858.592933
0.310928599,0.096676594,-0.50733933,0.305942841,512,0.096676594
70.42955211,4960.32181,1.847754927,0.967338971,513,4907.32181
85.17183851,7254.242075,1.930296022,-0.341804957,514,7237.242075
17.78378553,316.2630278,1.250024212,-0.875161926,515,313.2630278
81.65609551,6667.717934,1.91198861,-0.02531078,516,6704.717934
12.93148313,167.2232559,1.111648338,0.357054396,517,164.2232559
85.79779201,7361.261114,1.933476112,-0.827584228,518,7309.261114
21.96539481,482.4785692,1.341739014,0.025750918,519,462.4785692
66.89143179,4474.463647,1.825370492,-0.794379925,520,4532.463647
93.12861074,8672.938138,1.969083124,-0.899738022,521,8728.938138
44.73742039,2001.436783,1.650670939,0.685378415,522,2020.436783
71.42173017,5101.06354,1.853830367,0.741229969,523,5122.06354
59.99434448,3599.32137,1.778110312,-0.299419385,524,3572.32137
43.4520355,1888.079389,1.638010126,-0.505759078,525,1866.079389
5.76538933,33.23971413,0.76082864,-0.494966239,526,35.23971413
43.14074024,1861.123468,1.634887593,-0.745681397,527,1836.123468
86.33276931,7453.347057,1.936175672,-0.998138329,528,7495.347057
0.898988751,0.808180774,-0.046245743,0.782697907,529,0.808180774
10.87281462,118.2180978,1.036341983,-0.99247449,530,125.2180978
30.28185087,916.9904921,1.481182416,-0.906143596,531,915.9904921
6.906815529,47.70410075,0.839277857,0.583985885,532,44.70410075
45.57653779,2077.220797,1.658741331,0.999725195,533,2059.220797
75.3318271,5674.884174,1.876978501,-0.066347812,534,5641.884174
24.5035411,600.4235264,1.38922885,-0.588498252,535,604.4235264
61.29256627,3756.77868,1.787407805,-0.999503616,536,3696.77868
71.91356234,5171.560448,1.856810803,0.336378542,537,5178.560448
49.28055984,2428.573578,1.692675633,-0.833229306,538,2381.573578
98.84761189,9770.850376,1.994966181,-0.99367218,539,9709.850376
35.41200895,1254.010378,1.549150565,-0.754235989,540,1260.010378
48.40861186,2343.393702,1.684922629,-0.95935906,541,2385.393702
70.81041719,5014.115183,1.850097153,0.992249634,542,5034.115183
98.25707403,9654.452597,1.992363827,-0.762844959,543,9739.452597
10.06990221,101.4029305,1.003025253,-0.601297721,544,105.4029305
17.62125308,310.5085601,1.246036789,-0.94192019,545,320.5085601
